Country,Age,isbn,average_rating,original_publication_year,title,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,price
 usa,31,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,34,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,67,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,49,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 australia,32,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,33,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,51,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,39,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 spain,29,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,53,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 france,39,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 malaysia,26,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,39,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,32,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,44,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,30,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,44,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,45,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,38,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,35,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,54,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,42,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,38,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,50,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,53,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,54,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,27,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,51,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,38,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,37,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,55,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,60,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,43,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 austria,35,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,57,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,52,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,60,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,66,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,47,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,47,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 united kingdom,39,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,61,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,30,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,50,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,36,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,53,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,50,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,33,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,40,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,49,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,29,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,36,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,58,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,36,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 united kingdom,38,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,49,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,28,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,42,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,34,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 australia,26,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,52,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,31,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,52,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,25,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,61,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,24,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,63,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 united kingdom,30,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,57,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,47,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,30,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,43,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,30,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,67,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,29,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,50,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,46,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,65,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,35,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,29,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 australia,26,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,39,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,65,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,53,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,48,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,32,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,33,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,21,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,29,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,32,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,33,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,30,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,36,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,46,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,53,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,55,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,25,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,27,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,35,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,37,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,29,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,40,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,38,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,56,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,45,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,46,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,32,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 france,29,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 united kingdom,23,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 iran,36,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,36,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,51,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,35,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,43,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,39,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,33,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,62,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,39,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,28,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,34,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,55,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,24,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,32,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,35,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,40,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,44,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 germany,36,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,44,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 norway,41,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,36,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,59,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 united kingdom,25,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,39,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,36,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 australia,38,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,61,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,34,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,50,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,60,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,44,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,42,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,20,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,36,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 norway,45,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,26,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,28,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,58,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,32,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,51,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 switzerland,25,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,23,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,43,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,34,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,31,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,28,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,46,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 italy,25,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,46,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,24,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 united kingdom,51,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,56,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,44,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 canada,47,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,46,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,31,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 usa,23,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
 united kingdom,30,1400034779,3.75,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",180320,6389,14860,49558,66723,51728,17.99
